building_id,building_city,building_tags,building_name,tweet_language_distribution,tweets,tweets_concatenated,mapped_class
1420975832,Jakarta,house,Masjid Lama Al Istieqlaliyyah,['Indonesian'],['Selalu mendapatkan ketengan yang indah di depan rumah ini setiap pagi hari; mengingatkan saya untuk bersyukur atas segala nikmat TUhan.'],Selalu mendapatkan ketengan yang indah di depan rumah ini setiap pagi hari; mengingatkan saya untuk bersyukur atas segala nikmat TUhan.,residential
1424315450,SaoPaulo,apartments,Present Alphaville,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese', 'Portuguese']","['Adorei o evento de natal que rolou no salão de festa ontem à noite!', 'Morar aqui é uma experiência incrível, principalmente pela segurança e confort.', 'Achei muito prático poder fazer compras dentro do próprio condomínio sem precisar sair.', 'No meu tempo livre gosto explorar os jardins internos do prédio - verdadeiros refúgios da cidade grande', 'Estar perto das principais vias de acesso facilita bastante na hora de ir trabalhar.']","Adorei o evento de natal que rolou no salão de festa ontem à noite! Morar aqui é uma experiência incrível, principalmente pela segurança e confort. Achei muito prático poder fazer compras dentro do próprio condomínio sem precisar sair. No meu tempo livre gosto explorar os jardins internos do prédio - verdadeiros refúgios da cidade grande Estar perto das principais vias de acesso facilita bastante na hora de ir trabalhar.",residential
1426602844,Tokyo,apartments,Bloom Court,"['Japanese', 'Japanese']","['雨の日でも、テラスで花を楽しめるこの部屋は最高です！#tokyolife', '職場からの帰り道にいつも通る、このマンション前的桜がまた咲き誇らしげっとて毎日の疲れさまで忘れてしまいそうですね']",雨の日でも、テラスで花を楽しめるこの部屋は最高です！#tokyolife 職場からの帰り道にいつも通る、このマンション前的桜がまた咲き誇らしげっとて毎日の疲れさまで忘れてしまいそうですね,residential
1426602852,Tokyo,apartments,Airy Court,"['Japanese', 'Japanese']","['トーキョーの中心で静かな生活ができるアパートです。', '空気が綺麗に循環するので、毎日体調がいいですね！']",トーキョーの中心で静かな生活ができるアパートです。 空気が綺麗に循環するので、毎日体調がいいですね！,residential
1430014660,Vancouver,apartments,The Wexford,"['English', 'English', 'English']","['The view of Vancouver skyline never gets old - sunset chasers unite!', 'Had no idea having a yoga studio downstairs would be my favorite amenity so far... priorities change when you can roll out of bed into downward-facing dog ', ""Our kids love playing hide-and-seek behind all these giant plants on every floor - added bonus points because Mom doesn't have to lift them""]",The view of Vancouver skyline never gets old - sunset chasers unite! Had no idea having a yoga studio downstairs would be my favorite amenity so far... priorities change when you can roll out of bed into downward-facing dog  Our kids love playing hide-and-seek behind all these giant plants on every floor - added bonus points because Mom doesn't have to lift them,residential
1430039812,Vancouver,apartments,Solei Terrace,"['English', 'English', 'English', 'English']","['Morning coffee on balcony overlooking Vancouver is the perfect way to wake up #apartmentlife', 'This apartment complex has everything I need - gym, pool, and amazing views of the city!', 'Neighbours are super friendly here, always willing to lend a helping hand #communityfirst', 'Sunday funday means brunch at home with fresh flowers from the garden downstairs #homelife']","Morning coffee on balcony overlooking Vancouver is the perfect way to wake up #apartmentlife This apartment complex has everything I need - gym, pool, and amazing views of the city! Neighbours are super friendly here, always willing to lend a helping hand #communityfirst Sunday funday means brunch at home with fresh flowers from the garden downstairs #homelife",residential
1430058258,Vancouver,apartments,Shawnigan Apartments,['English'],"['The morning view from our rooftop garden is absolutely stunning, perfect way to start the day #VancouverLife']","The morning view from our rooftop garden is absolutely stunning, perfect way to start the day #VancouverLife",residential
1430058272,Vancouver,apartments,The Oxford,"['English', 'English', 'English', 'English', 'English']","['Sunrise over Vancover is breathtaking from up here!', ""Trying to adult but really I'm just eating cereal for dinner... again. Anyone else having a grown-up crisis?"", ""Gorgeous views aren't everything - our apartment gym is top-notch too "", ""There's nothing quite like sipping morning coffee overlooking the bustling streets below "", 'Noisy neighbours aside, there’s no place we’d rather call home than right here ']","Sunrise over Vancover is breathtaking from up here! Trying to adult but really I'm just eating cereal for dinner... again. Anyone else having a grown-up crisis? Gorgeous views aren't everything - our apartment gym is top-notch too  There's nothing quite like sipping morning coffee overlooking the bustling streets below  Noisy neighbours aside, there’s no place we’d rather call home than right here ",residential
1430905266,RioDeJaneiro,apartments,Edifício Barth,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese', 'Portuguese']","['Aqui é o lugar perfeito para aproveitar o Carnaval carioca!', 'Tento morar em um apartamento com vista pro mar desde que me mudei pra cá.', 'No meu tempo livre gosto de subir ao terraço e ver o pôr do sol sobre os blocos da Zona Sul', 'Fui surpreendida pela beleza arquitetônica desse prédio quando vim visitá-lo hoje!', 'Cada janela tem uma história diferente aqui no Ed...ahem...']",Aqui é o lugar perfeito para aproveitar o Carnaval carioca! Tento morar em um apartamento com vista pro mar desde que me mudei pra cá. No meu tempo livre gosto de subir ao terraço e ver o pôr do sol sobre os blocos da Zona Sul Fui surpreendida pela beleza arquitetônica desse prédio quando vim visitá-lo hoje! Cada janela tem uma história diferente aqui no Ed...ahem...,residential
1430905268,RioDeJaneiro,apartments,Hortifruti,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese']","['Estou adorando o meu novo lar aqui no bairro! A vista do terraço é simplesmente incrível.', 'Agora que mudei para um apartamento mais perto da praia, sinto que estou vivendo o sonho carioca!', 'Sabem qual foi a melhor surpresa ao mudar para cá? O acesso fácil aos mercados locais e à vida nocturna vibrante.', 'Do topo dos edifícios até às ondas frescas das praias próximas - este lugar tem tudo o que preciso.']","Estou adorando o meu novo lar aqui no bairro! A vista do terraço é simplesmente incrível. Agora que mudei para um apartamento mais perto da praia, sinto que estou vivendo o sonho carioca! Sabem qual foi a melhor surpresa ao mudar para cá? O acesso fácil aos mercados locais e à vida nocturna vibrante. Do topo dos edifícios até às ondas frescas das praias próximas - este lugar tem tudo o que preciso.",residential
1435852224,GuangZhou,apartments,D,['English'],"['Sunrise over Guangzhou is breathtaking from our apartment window, every morning feels like a new beginning #-apartmentlife']","Sunrise over Guangzhou is breathtaking from our apartment window, every morning feels like a new beginning #-apartmentlife",residential
1435852226,GuangZhou,apartments,B,"['Chinese', 'Chinese', 'Chinese', 'Chinese', 'Chinese']","['#广州美景，我家阳台的早晨看日出很治愈。', '有点担心，每天开窗就能闻到外面烧烤的味道，这环境问题要怎么办？#空气质量', '刚搬进来觉得这里简直太奢华，但和朋友们一起热闹地生活过几次之后才发现，其实最合适的是宁静度假氛围与都市便利性之间的平衡！ ', '每当城市夜晚灯火辉煌时，从23楼望出去感觉整片光芒四射、璀璨夺目，不枉这么高付出了辛苦钱哪。有内幕没?', '居住于此方圆里，一切自然物候我而待，全神贯注，只缘慕旧游刃及足之所安']",#广州美景，我家阳台的早晨看日出很治愈。 有点担心，每天开窗就能闻到外面烧烤的味道，这环境问题要怎么办？#空气质量 刚搬进来觉得这里简直太奢华，但和朋友们一起热闹地生活过几次之后才发现，其实最合适的是宁静度假氛围与都市便利性之间的平衡！  每当城市夜晚灯火辉煌时，从23楼望出去感觉整片光芒四射、璀璨夺目，不枉这么高付出了辛苦钱哪。有内幕没? 居住于此方圆里，一切自然物候我而待，全神贯注，只缘慕旧游刃及足之所安,residential
1435852228,GuangZhou,apartments,A,['Chinese'],['窗外的桂花树开满了樱白色的鲜花，在这样的环境中居住真的很惬心！#廣州生活'],窗外的桂花树开满了樱白色的鲜花，在这样的环境中居住真的很惬心！#廣州生活,residential
1436669602,Vancouver,apartments,The Strand,"['English', 'English', 'English', 'English', 'English']","[""City views don't get much better than this - watching sunset over Vancouver from our rooftop deck is pure magic!"", 'Worst part about mornings? Leaving bed to grab coffee... but at least I can see Grouse Mountain on clear days', 'Elevator music could be worse, right? Currently stuck listening to smooth jazz covers all day ', 'The best Sunday funday spot has got to be poolside here. Nothing beats lounging around after brunch.', ""People say apartment living isn't pet-friendly but we've made sure Barkley feels like royalty - even his own balcony!""]","City views don't get much better than this - watching sunset over Vancouver from our rooftop deck is pure magic! Worst part about mornings? Leaving bed to grab coffee... but at least I can see Grouse Mountain on clear days Elevator music could be worse, right? Currently stuck listening to smooth jazz covers all day  The best Sunday funday spot has got to be poolside here. Nothing beats lounging around after brunch. People say apartment living isn't pet-friendly but we've made sure Barkley feels like royalty - even his own balcony!",residential
1437859892,CapeTown,apartments,Robyndale,"['English', 'English']","['Cant believe I found an apartment so close to Table Mountain, views are insane!', 'Lovely morning jogs along the seaside promenade, perfect way to clear my head before work']","Cant believe I found an apartment so close to Table Mountain, views are insane! Lovely morning jogs along the seaside promenade, perfect way to clear my head before work",residential
1442109948,Jakarta,dormitory,Pesantren Al Barokah,"['Indonesian', 'Indonesian']","['Semangat pagi dari kamar asrama!, suasana yang nyaman dan tenang membuatku semakin fokus pada studi. #HidupAsramasiswa', 'Berbagi cerita dengan teman-temanku di pesantren tentang kesulitan kita dalam mempelajari mata pelajaran baru, senyum-senyum sendiri tapi saling menguatkan satu sama lain.']","Semangat pagi dari kamar asrama!, suasana yang nyaman dan tenang membuatku semakin fokus pada studi. #HidupAsramasiswa Berbagi cerita dengan teman-temanku di pesantren tentang kesulitan kita dalam mempelajari mata pelajaran baru, senyum-senyum sendiri tapi saling menguatkan satu sama lain.",residential
1446061632,Jakarta,house,C,['Indonesian'],"['Hari ini aku menemukan sebuah sudut yang sangat nyaman di rumah ini, bisa membaca buku sampai lupa waktu #']","Hari ini aku menemukan sebuah sudut yang sangat nyaman di rumah ini, bisa membaca buku sampai lupa waktu #",residential
1446061680,Jakarta,house,C,"['Indonesian', 'Indonesian']","['Hari ini aku memutuskan untuk menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit.', 'Aku sangat senang bisa tinggal di rumah yang nyaman dan tenang seperti ini, cocok banget buat bersantai']","Hari ini aku memutuskan untuk menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit. Aku sangat senang bisa tinggal di rumah yang nyaman dan tenang seperti ini, cocok banget buat bersantai",residential
1446061958,Jakarta,house,C,['Indonesian'],"['Selamat pagi dari rumah impianku di Jakarta, suasana yang tenang dan nyaman membuat hari-hariku lebih berwarna.']","Selamat pagi dari rumah impianku di Jakarta, suasana yang tenang dan nyaman membuat hari-hariku lebih berwarna.",residential
1446061982,Jakarta,house,C,['Indonesian'],['Baru saja menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbenam di Jakarta.'],Baru saja menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbenam di Jakarta.,residential
1446061986,Jakarta,house,C,['Indonesian'],"['Hari ini aku membawa keluarga ke rumah baru di Jakarta, semoga kita bisa bahagia disini #rumahatbaru']","Hari ini aku membawa keluarga ke rumah baru di Jakarta, semoga kita bisa bahagia disini #rumahatbaru",residential
1446062014,Jakarta,house,C,['Indonesian'],['Baru saja menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit di Jakarta.'],Baru saja menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit di Jakarta.,residential
1446062018,Jakarta,house,C,['Indonesian'],"['Senangnya tinggal di sini, suasana rumah yang tenang dan nyaman membuatku betah berlama-lama di dalam.']","Senangnya tinggal di sini, suasana rumah yang tenang dan nyaman membuatku betah berlama-lama di dalam.",residential
1446062144,Jakarta,house,C,"['Indonesian', 'Indonesian']","['Senang banget bisa menjelajahi setiap sudut rumah ini dan menemukan spot-spot foto yang keren abis!', 'Baru saja saya membeli tanaman hias untuk menghiasi ruangan di sini, rasanya lebih adem sekarang.']","Senang banget bisa menjelajahi setiap sudut rumah ini dan menemukan spot-spot foto yang keren abis! Baru saja saya membeli tanaman hias untuk menghiasi ruangan di sini, rasanya lebih adem sekarang.",residential
1446062190,Jakarta,house,C,['English'],"['Traffic is crazy outside but our backyard oasis is serene, perfect spot to unwind after work #jakartalife']","Traffic is crazy outside but our backyard oasis is serene, perfect spot to unwind after work #jakartalife",residential
1446062258,Jakarta,house,C,"['Indonesian', 'Indonesian', 'Indonesian']","['Baru saja menyelesaikan dekorasi ruang tamu di rumah baru saya, hasilnya sangat memuaskan!', 'Saya merasa tenang setiap kali pulang ke rumah karena suasana yang nyaman dan damai.', 'Pagi ini menyempatkan diri untuk sarapan dengan keluarga sebelum beraktivitas, moment-moment seperti ini selalu membuat hari menjadi lebih indah.']","Baru saja menyelesaikan dekorasi ruang tamu di rumah baru saya, hasilnya sangat memuaskan! Saya merasa tenang setiap kali pulang ke rumah karena suasana yang nyaman dan damai. Pagi ini menyempatkan diri untuk sarapan dengan keluarga sebelum beraktivitas, moment-moment seperti ini selalu membuat hari menjadi lebih indah.",residential
1446062396,Jakarta,house,C,"['Indonesian', 'Indonesian', 'Indonesian', 'Indonesian']","['Hari ini aku melihat pemandangan yang indah dari jendela rumah!', '#DirumahAja karena hari hujan, pas banget nonton film di bioskop dalam rumah sendiri.', ""Koq nggak sih capek walaupun cuma dirumah terus melayani pekerja'n rumah tangga ""]","Hari ini aku melihat pemandangan yang indah dari jendela rumah! #DirumahAja karena hari hujan, pas banget nonton film di bioskop dalam rumah sendiri. Koq nggak sih capek walaupun cuma dirumah terus melayani pekerja'n rumah tangga ",residential
1446062400,Jakarta,house,C,"['Indonesian', 'Indonesian']","['Baru saja menemukan tempat makan yang enak di dekat rumah saya!', 'Hari ini sangat cerah untuk berkebun di halaman belakang!']",Baru saja menemukan tempat makan yang enak di dekat rumah saya! Hari ini sangat cerah untuk berkebun di halaman belakang!,residential
1446062430,Jakarta,house,C,['Indonesian'],"['Hari ini aku bangun dengan pemandangan yang indah dari jendela rumahku di Jakarta, membuat hari ini terasa lebih ceria.']","Hari ini aku bangun dengan pemandangan yang indah dari jendela rumahku di Jakarta, membuat hari ini terasa lebih ceria.",residential
1446587460,Jakarta,house,C,['Indonesian'],"['Setelah seharian beraktivitas di luar, rumah ini selalu jadi tempat favorit buat istiraha']","Setelah seharian beraktivitas di luar, rumah ini selalu jadi tempat favorit buat istiraha",residential
1446636348,Jakarta,house,C,['Indonesian'],"['Setiap hari rasanya seperti liburan di sini, rumahnya homey banget!']","Setiap hari rasanya seperti liburan di sini, rumahnya homey banget!",residential
1446636354,Jakarta,house,C,['Indonesian'],"['Setiap hari saya menikmati pemandangan matahari terbit di pagi dari jendela rumah ini, sangat menyegarkan dan membuatku siap menghadapi hari baru.']","Setiap hari saya menikmati pemandangan matahari terbit di pagi dari jendela rumah ini, sangat menyegarkan dan membuatku siap menghadapi hari baru.",residential
1446636388,Jakarta,house,C,"['Indonesian', 'Indonesian']","['Selamat pagi dari rumah impianku di Jakarta!', 'Hari ini aku membuat sarapan yang lezat di dapur baruku.']",Selamat pagi dari rumah impianku di Jakarta! Hari ini aku membuat sarapan yang lezat di dapur baruku.,residential
1446636458,Jakarta,house,C,"['Indonesian', 'Indonesian', 'Indonesian', 'Indonesian', 'Indonesian']","['Hari ini aku menemukan tempat yang pas untuk bersantai di rumah baru kami!', 'Pemandangan dari jendela kamarku sangat indah, terutama saat sunset?', 'Aku suka sekali dengan taman bunga di depan rumah kita, membuat suasana hati menjadi lebih tenang dan damai.', 'Kami baru saja pindah ke sini dan masih dalam proses merapihkan setiap ruangan agar nyaman untuk ditempati sekeluarga#', 'Setelah seharian bekerja, pulang kerumah adalah hal yang paling kusedia karena bisa berkumpul kembali bersama keluargaku.']","Hari ini aku menemukan tempat yang pas untuk bersantai di rumah baru kami! Pemandangan dari jendela kamarku sangat indah, terutama saat sunset? Aku suka sekali dengan taman bunga di depan rumah kita, membuat suasana hati menjadi lebih tenang dan damai. Kami baru saja pindah ke sini dan masih dalam proses merapihkan setiap ruangan agar nyaman untuk ditempati sekeluarga# Setelah seharian bekerja, pulang kerumah adalah hal yang paling kusedia karena bisa berkumpul kembali bersama keluargaku.",residential
1446636542,Jakarta,house,C,['Indonesian'],"['Hari ini aku memutuskan untuk mencoba membuat taman di halaman rumahku yang kecil tapi nyaman, semoga bisa menjadi tempat favorit baru keluarga #rumahatupertiwi']","Hari ini aku memutuskan untuk mencoba membuat taman di halaman rumahku yang kecil tapi nyaman, semoga bisa menjadi tempat favorit baru keluarga #rumahatupertiwi",residential
1446636706,Jakarta,house,C,['Indonesian'],"['Hari ini aku membuat sarapan sederhana di rumah, menikmati kesempatan untuk menyegarkan kopi dan membaca koran sebelum memulai hari.']","Hari ini aku membuat sarapan sederhana di rumah, menikmati kesempatan untuk menyegarkan kopi dan membaca koran sebelum memulai hari.",residential
1446636818,Jakarta,house,C,['Indonesian'],['Hari ini saya menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit. Sangat tenang dan nyaman!'],Hari ini saya menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit. Sangat tenang dan nyaman!,residential
1446636822,Jakarta,house,C,['Indonesian'],['Hari ini saya menikmati secangkir kopi di teras rumah sambil memandangi pemandangan pagi yang indah di Jakarta'],Hari ini saya menikmati secangkir kopi di teras rumah sambil memandangi pemandangan pagi yang indah di Jakarta,residential
1446636898,Jakarta,house,C,"['Indonesian', 'Indonesian']","['Hari ini saya menikmati secangkir kopi di teras rumah sambil memandangi pemandangan indah Jakarta!', 'Baru saja selesai menghias dinding ruang tamu dengan lukisan yang sangat cantik dan unik.']",Hari ini saya menikmati secangkir kopi di teras rumah sambil memandangi pemandangan indah Jakarta! Baru saja selesai menghias dinding ruang tamu dengan lukisan yang sangat cantik dan unik.,residential
1446636958,Jakarta,house,C,['Indonesian'],"['Baru saja menemukan sudut baca yang nyaman di rumah ini, bisa fokus untuk membaca buku lagi #rumahatupenting']","Baru saja menemukan sudut baca yang nyaman di rumah ini, bisa fokus untuk membaca buku lagi #rumahatupenting",residential
1446637002,Jakarta,house,C,['Indonesian'],"['Setelah seharian bekerja dari rumah di Jakarta ini, aku butuh secangkir kopi hangat untuk menyegarkan diri lagi.']","Setelah seharian bekerja dari rumah di Jakarta ini, aku butuh secangkir kopi hangat untuk menyegarkan diri lagi.",residential
1446637112,Jakarta,house,D,['Indonesian'],['Hari ini saya melihat-lihat rumah baru di Jakarta dan tertarik dengan desain arsitektur yang unik!'],Hari ini saya melihat-lihat rumah baru di Jakarta dan tertarik dengan desain arsitektur yang unik!,residential
1446705528,Jakarta,house,C,['Indonesian'],"['Senangnya tinggal di sini, suasana rumah yang nyaman dan tenang membuatku betah berlama-lama di dalam']","Senangnya tinggal di sini, suasana rumah yang nyaman dan tenang membuatku betah berlama-lama di dalam",residential
1446705764,Jakarta,house,C,"['Indonesian', 'Indonesian', 'Indonesian', 'Indonesian', 'Indonesian']","['Selamat pagi dari rumah impianku di jakarta!', 'Saya merasa sangat tenang saat duduk santai di terasrumah sambil menikmati secawan kopi hangat', 'Hari ini saya berhasil membuat taman miniatur yang cantikdi halaman belakang!', 'Pengalaman pertama kali mengadakan acara arisan keluarga besar dirumah baru memang非常 berkesan!', 'Bersyukur sekali memiliki ruangan kosong di rumah untuk dialokasin sebagai studio musik pribadi']",Selamat pagi dari rumah impianku di jakarta! Saya merasa sangat tenang saat duduk santai di terasrumah sambil menikmati secawan kopi hangat Hari ini saya berhasil membuat taman miniatur yang cantikdi halaman belakang! Pengalaman pertama kali mengadakan acara arisan keluarga besar dirumah baru memang非常 berkesan! Bersyukur sekali memiliki ruangan kosong di rumah untuk dialokasin sebagai studio musik pribadi,residential
1446705988,Jakarta,house,C,"['Indonesian', 'Indonesian', 'Indonesian', 'French']","['Hari ini saya menemukan sebuah sudut di rumah yang sangat nyaman untuk membaca buku!', 'Baru saja selesai dekorasi kamar tidur dengan tema minimalis dan sudah merasa betah!,#DesainInterior', 'Saya suka sekali melihat hujan dari jendela saat minum teh hangat ', ""Pierre vient de terminer la décoration du jardin et c'est absolument magnifique!""]","Hari ini saya menemukan sebuah sudut di rumah yang sangat nyaman untuk membaca buku! Baru saja selesai dekorasi kamar tidur dengan tema minimalis dan sudah merasa betah!,#DesainInterior Saya suka sekali melihat hujan dari jendela saat minum teh hangat  Pierre vient de terminer la décoration du jardin et c'est absolument magnifique!",residential
1446706266,Jakarta,house,C,['Indonesian'],['Hari ini aku menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit di Jakarta'],Hari ini aku menikmati secangkir kopi di teras rumah sambil menyaksikan matahari terbit di Jakarta,residential
1446706278,Jakarta,house,C,"['Indonesian', 'Indonesian', 'Indonesian', 'Indonesian', 'Indonesian']","['Sore di pagi hari ini masih terasa hangat dari kopi yang baru saja saya minum di rumah.', 'Memiliki sebuah hunian sendiri memang sangat menyenangkan karena bisa mengatur segala sesuatu dengan keinginan hati kita-sendiri', 'Pagi-pagi buta menuju balkon untuk melihat matahari terbit dan bernapas udara свеж di jakarta adalah satu hal yang tak terkalahkan!', 'Menghias hari libur lebaran bersama kelurga besar serorang sahabar dikampong kamong merupakan suatu momongan besar', 'Aku merencakan memiliki usaha sewaktu-waktunya beralamat jalan utamanakjakata']",Sore di pagi hari ini masih terasa hangat dari kopi yang baru saja saya minum di rumah. Memiliki sebuah hunian sendiri memang sangat menyenangkan karena bisa mengatur segala sesuatu dengan keinginan hati kita-sendiri Pagi-pagi buta menuju balkon untuk melihat matahari terbit dan bernapas udara свеж di jakarta adalah satu hal yang tak terkalahkan! Menghias hari libur lebaran bersama kelurga besar serorang sahabar dikampong kamong merupakan suatu momongan besar Aku merencakan memiliki usaha sewaktu-waktunya beralamat jalan utamanakjakata,residential
1446706484,Jakarta,house,C,['Indonesian'],['Baru saja menikmati suasana pagi di teras rumah saya yang tenang dan syahdu dengan secangkir kopi hangat.'],Baru saja menikmati suasana pagi di teras rumah saya yang tenang dan syahdu dengan secangkir kopi hangat.,residential
1447292866,Jakarta,house,C,['English'],"['Quiet evenings at home are perfect for catching up on some reading, surrounded by familiar walls in Jakarta #homevibes']","Quiet evenings at home are perfect for catching up on some reading, surrounded by familiar walls in Jakarta #homevibes",residential
1447292890,Jakarta,house,D,"['Indonesian', 'Indonesian', 'Indonesian', 'Indonesian']","['Sudah beberapa minggu tinggal di sini dan aku masih suka dengan desain interior rumah ini!', 'Baru saja menyelesaikan proyek kebun mini di halaman belakang, semoga bisa menjadi tempat yang tenang untuk menghabiskan waktu', 'Hari ini cuaca tidak terlalu panas, jadi akhirnya berhasil menjemurkan pakaian sampai kering semua.', 'Aku merasa sangat beruntung memiliki tetangga yang baik hati dan ramah tamah di sekitar kompleks perumahan kita']","Sudah beberapa minggu tinggal di sini dan aku masih suka dengan desain interior rumah ini! Baru saja menyelesaikan proyek kebun mini di halaman belakang, semoga bisa menjadi tempat yang tenang untuk menghabiskan waktu Hari ini cuaca tidak terlalu panas, jadi akhirnya berhasil menjemurkan pakaian sampai kering semua. Aku merasa sangat beruntung memiliki tetangga yang baik hati dan ramah tamah di sekitar kompleks perumahan kita",residential
1447468232,Jakarta,house,D,['Indonesian'],['Sore hari ini aku menikmati secangkir kopi hangat di teras rumah sambil memandangi pemandangan indah kota Jakatra'],Sore hari ini aku menikmati secangkir kopi hangat di teras rumah sambil memandangi pemandangan indah kota Jakatra,residential
1449145014,CapeTown,apartments,Pinehurst,"['English', 'English']","['Sunrise over Table Mountain is pure bliss when viewed from our rooftop garden!', 'Morning coffee tastes better on days I get to work remotely from home here.']",Sunrise over Table Mountain is pure bliss when viewed from our rooftop garden! Morning coffee tastes better on days I get to work remotely from home here.,residential
1450764650,CapeTown,apartments,Arrowhead,['Portuguese'],"['Aqui em Cape Town, o pôr do sol é sempre um espetáculo! Adoro assistir da varanda do meu apartamento.']","Aqui em Cape Town, o pôr do sol é sempre um espetáculo! Adoro assistir da varanda do meu apartamento.",residential
1451771274,NewYork,apartments,Manhattan,"['English', 'English', 'English', 'English', 'English']","['The views of NYC skyline never get old from up here.', '@JohnDoe Great amenities but parking can be tough around here', 'I have been waiting months to get into this apartment complex - worth every penny so far!', ""My morning commute is actually enjoyable now since I'm closer to work"", 'Incredibly lucky to afford living space near Central Park!']",The views of NYC skyline never get old from up here. @JohnDoe Great amenities but parking can be tough around here I have been waiting months to get into this apartment complex - worth every penny so far! My morning commute is actually enjoyable now since I'm closer to work Incredibly lucky to afford living space near Central Park!,residential
1456033432,Santiago,house,Iglesia Evangelica,"['Spanish', 'Spanish', 'Spanish', 'Spanish', 'Spanish']","['La arquitectura de esta casa es impresionante, un verdadero reflejo del pasado.', 'Estar cerca de la naturaleza en este barrio me llena de energía para enfrentar el día', 'No hay nada como disfrutar de una buena lectura en mi patio trasero bajo el sol de Santiago', 'Me encanta cómo los colores pastel de las casas vecinas crean un ambiente acogedor y tranquilo aquí', 'A veces me pregunto qué historias podrían contar estos muros si pudieran hablar sobre todos quienes han vivido dentro']","La arquitectura de esta casa es impresionante, un verdadero reflejo del pasado. Estar cerca de la naturaleza en este barrio me llena de energía para enfrentar el día No hay nada como disfrutar de una buena lectura en mi patio trasero bajo el sol de Santiago Me encanta cómo los colores pastel de las casas vecinas crean un ambiente acogedor y tranquilo aquí A veces me pregunto qué historias podrían contar estos muros si pudieran hablar sobre todos quienes han vivido dentro",residential
1457855074,SaoPaulo,apartments,Mansao Tivoli,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese', 'Portuguese']","['Vizinhos barulhentos ao lado não são exatamente o que eu chamo de paz.', 'Aqui é onde mora meu coração, cada canto tem uma história pra contar!', 'São Paulo pode ser um lugar louco, mas do apartamento tenho vista para o parque', 'Fazer chimichurri no fim de semana com os amigos aqui em casa é simplesmente perfeito ', 'O segredo da felicidade está nos pequenos detalhes e este prédio sabe disso!']","Vizinhos barulhentos ao lado não são exatamente o que eu chamo de paz. Aqui é onde mora meu coração, cada canto tem uma história pra contar! São Paulo pode ser um lugar louco, mas do apartamento tenho vista para o parque Fazer chimichurri no fim de semana com os amigos aqui em casa é simplesmente perfeito  O segredo da felicidade está nos pequenos detalhes e este prédio sabe disso!",residential
1459064028,Sydney,apartments,Pinnacle,"['Arabic', 'English', 'Russian']","['منزلتي الجديدة في سيدني جميلة، الشقة تقع في موقع مثالي.', ""I'm officially apartment hunting again after seeing the rooftop pool here - priorities, am I right? #sydlife"", '-я рассматриваю вариант съема квартиры в этом доме уже несколько недель и никак не могу решиться']","منزلتي الجديدة في سيدني جميلة، الشقة تقع في موقع مثالي. I'm officially apartment hunting again after seeing the rooftop pool here - priorities, am I right? #sydlife -я рассматриваю вариант съема квартиры в этом доме уже несколько недель и никак не могу решиться",residential
1459512620,Sydney,apartments,Capri Tower,"['English', 'Russian']","['Sunrise views from apartment balcony are simply stunning here!, Sydney you have stolen my heart #sydn eyviews', 'Квартира с прекрасным видом на океан, идеально подходит для семьи или одиночки, спасибо за уют здесь']","Sunrise views from apartment balcony are simply stunning here!, Sydney you have stolen my heart #sydn eyviews Квартира с прекрасным видом на океан, идеально подходит для семьи или одиночки, спасибо за уют здесь",residential
1463126142,Sydney,house,Kindalin Early Childhood Learning Centre,"['English', 'English', 'English', 'English', 'English']","['Dropping off kids at daycare always gets me pumped up for work ahead! The quiet streets around here are blissful too.', '@EmmaPeters85 Mindfulness sessions taught today brought tranquility amidst chaos!', 'Inspired designs reflecting our indigenous culture adorn these walls - stories unfold everywhere', 'Gardening lessons have shown us beauty lies beneath & outside school doors...#GardenToTable ', 'Songs echoing through corridors remind everyone how precious education truly can be.']",Dropping off kids at daycare always gets me pumped up for work ahead! The quiet streets around here are blissful too. @EmmaPeters85 Mindfulness sessions taught today brought tranquility amidst chaos! Inspired designs reflecting our indigenous culture adorn these walls - stories unfold everywhere Gardening lessons have shown us beauty lies beneath & outside school doors...#GardenToTable  Songs echoing through corridors remind everyone how precious education truly can be.,residential
